_file,cnf,nym,gen,meta,meta/live,def,def/bib,def/bib/key,def/bib/loc,def/bibl,def/bibl/key,def/bibl/loc,def/cite,def/city,def/country,def/i,def/key,def/key/bib,def/key/loc,def/lang,def/loc,def/nym,def/region,def/xr,def/xr/bibl,def/xr/i,def/xr/xr,etym,etym/bib,etym/bib/key,etym/bib/loc,etym/bibl,etym/bibl/key,etym/bibl/loc,etym/cite,etym/i,etym/i/i,etym/i/lang,etym/key,etym/lang,etym/lang/i,etym/lang/lang,etym/lang/lang/i,etym/loc,etym/nym,etym/xr,note,note/i,note/lang,note/nym,usg,usg/country,usg/i,usg/lang,usg/nym,usg/region,usg/xr
abednego_1_1.xml,,Abednego,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Uncertain, but possibly related to an Akkadian name meaning 'servant of Nabu', the Babylonian god of wisdom and writing, or 'servant of Nergal', a solar deity.",,,,,,,,,,,,Akkadian,,,,,,,,,,,The name of a minor Old Testament character. Wycliffite Bible (1395): Abdenago.,,Abdenago,,,,
abel_1_1.xml,,Abel,M,TRUE,TRUE,"The name was moderately common in England in the 13th C, but then fell out of use until being revived in the late 16th C.",,,,,,,,,,,,,,,,,,,,,,"Traditionally derived from Hebrew ????? 'breath, vapor; vanity'.",,,,,,,,?????,,,,Hebrew,,,,,,,,,,,"The name of an early Syrian saint, an early Coptic saint, an 8th C French saint, and a 13th C king of Denmark. Wycliffite Bible (1395): Abel. Geneva Bible (1560): Ab¨¦l, Hab¨¦l.",,Abel; Ab¨¦l; Hab¨¦l,,,,
abele_1_1.xml,,Abele,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abigail_1_1.xml,,Abigail,F,TRUE,TRUE,"The name was popular in the 16th C amongst Dutch, English, and French Protestants.",,,,,,,,,,,,,,,,,,,,,,Hebrew ?????????? 'her father's joy'.,,,,,,,,??????????,,,,Hebrew,,,,,,,,,,,The name of a Biblical wife of King David. Wycliffite Bible (1395): Abigail. Geneva Bible (1560): Abig¨¢il.,,Abigail; Abig¨¢il,,,,
abilenage_1_1.xml,,Abilenage,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abimia_1_1.xml,,Abimia,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alb 'elf' or Proto-Germanic *ab? 'husband, man'.",,,,,,,,alb; ab?,,,,Old High German; Proto-Germanic,,,,,,,,,,,,,,,,,
abiosus_1_1.xml,,Abiosus,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ablo_1_1.xml,,Ablo,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abone_1_1.xml,,Abone,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Obscure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abraham_1_1.xml,,Abraham,M,TRUE,TRUE,"The name was uncommon in England before the 16th C. For more information see Withycombe, s.n. Abraham",,,,,,,,,,,,,,,,,,Withycombe,,,,Hebrew ????????? 'father of a multitude'.,,,,,,,,?????????,,,,Hebrew,,,,,,,,,,,"The name of one of the Biblical patriarchs, a 4th C martyr, two 4th C Coptic saints, a 5th C French saint, a 5th C Syrian saint, two 5th C Armenian martyrs, a 6th C Syrian saint, a 6th C Persian saint, a 13th C Bulgarian saint, and a 13th C Russian saint. Wycliffite Bible (1395): Abraham. Geneva Bible (1560): Abrah¨¢m. Sagradas Escrituras (1569): Abraham.",,Abraham; Abrah¨¢m; Abraham,,,,
abraino_1_1.xml,,Abraino,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abran_1_1.xml,,Abran,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abrand_1_1.xml,,Abrand,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abrid_1_1.xml,,Abrid,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
absalom_1_1.xml,,Absalom,M,TRUE,TRUE,"For more information see Withycombe, s.n. Absalom.",,,,"Withycombe, s.n. Absalom",Withycombe,s.n. Absalom,,,,,,,,,,,,,,,,Hebrew ?????????? 'father of peace'.,,,,,,,,??????????,,,,Hebrew,,,,,,,,,,,The name of a Biblical son of King David. Wycliffite Bible (1395): Absalon. Geneva Bible (1560): Abshal¨®m.,,Absalon; Abshal¨®m,,,,
abundance_1_1.xml,,Abundance,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Latin abundantia 'abundance'.,,,,,,,,abundantia,,,,Latin,,,,,,,,,,,,,,,,,
acaria_1_1.xml,,Acaria,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acco_1_1.xml,,Acco,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,A hypocoristic or diminutive of any of various names deriving from Proto-Germanic *agio 'blade'.,,,,,,,,agio,,,,Proto-Germanic,,,,,,,,,,,,,,,,,
accolon_1_1.xml,,Accolon,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accorsa_1_1.xml,,Accorsa,F,TRUE,TRUE,The hypocoristic Corsa was more common than the full form.,,,,,,,,,,Corsa,,,,,,,,,,,,"Italian accorsa from Latin accursia 'aided, helped'.",,,,,,,,accorsa; accursia,,,,Italian; Latin,,,,,,,,,,,,,,,,,
accurimond_1_1.xml,,Accurimond,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accurto_1_1.xml,,Accurto,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aceline_1_1.xml,,Aceline,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Fem. of Acelin, a dim. of Ado.",,,,,,,,Acelin,,,,,,,,,Ado,,,,,,,,,,,,
acfrid_1_1.xml,,Acfrid,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Proto-Germanic *agio 'blade' + Old High German fridu, Old Saxon frithu 'peace'.",,,,,,,,agio; fridu; frithu,,,,Proto-Germanic; Old High German; Old Saxon,,,,,,,,,,,,,,,,,
acfrida_1_1.xml,,Acfrida,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Proto-Germanic *agio 'blade' + Old High German fridu, Old Saxon frithu 'peace'. Fem. of Acfrid.",,,,,,,,agio; fridu; frithu,,,,Proto-Germanic; Old High German; Old Saxon,,,,,Acfrid,,,,,,,,,,,,
achard_1_1.xml,,Achard,M,TRUE,TRUE,The name fell out of use around the beginning of the 13th C.,,,,,,,,,,,,,,,,,,,,,,"Proto-Germanic *agio 'blade' + Old Saxon hard, Old High German hart 'strong, hard'.",,,,,,,,agio; hard; hart,,,,Proto-Germanic; Old Saxon; Old High German,,,,,,,,,,,,,,,,,
achebon_1_1.xml,,Achebon,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
achere_1_1.xml,,Achere,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Proto-Germanic *agio 'blade' + Old High German heri 'host, army'.",,,,,,,,agio; heri,,,,Proto-Germanic; Old High German,,,,,,,,,,,,,,,,,
acherea_1_1.xml,,Acherea,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Fem. of Achere.,,,,,,,,,,,,,,,,,Achere,,,,,,,,,,,,
achilde_1_1.xml,,Achilde,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Proto-Germanic *agio 'blade' + Old High German hiltja 'battle'.,,,,,,,,agio; hiltja,,,,Proto-Germanic; Old High German,,,,,,,,,,,,,,,,,
achilles_1_1.xml,,Achilles,M,TRUE,TRUE,"For more information see Withycombe, s.n. Achilles.",,,,,,,,,,,,,,,,,,Withycombe,,,,"Ancient Greek ?¦Ö¦É¦Ë¦Ë¦Å??, the name of the mythological Greek hero of Troy.",,,,,,,,?¦Ö¦É¦Ë¦Ë¦Å??,,,,Ancient Greek,,,,,,,,,,,The name of a 3rd C saint and a 4th C saint.,,,,,,
aciulf_1_1.xml,,Aciulf,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,"Proto-Germanic *agio 'blade' + Old High German wolf, Gothic wulf 'wolf'.",,,,,,,,agio; wolf; wulf,,,,Proto-Germanic; Old High German; Gothic,,,,,,,,,,,,,,,,,
acius_1_1.xml,,Acius,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aclac_1_1.xml,,Aclac,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,Proto-Germanic *agio 'blade' lengthened to Old French agil.,,,,,,,,agio; agil,,,,Proto-Germanic; Old French,,,,,,,,,,,,,,,,,
aclebalda_1_1.xml,,Aclebalda,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Fem. of Aclebald.,,,,,,,,,,,,,,,,,Aclebald,,,,,,,,,,,,
aclebert_1_1.xml,,Aclebert,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,Proto-Germanic *agio 'blade' lengthened to Old French agil + Old German berhta 'bright'.,,,,,,,,agio; agil; berhta,,,,Proto-Germanic; Old French; Old German,,,,,,,,,,,,,,,,,
acleberta_1_1.xml,,Acleberta,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Proto-Germanic *agio 'blade' lengthened to Old French agil + Old High German beraht, Old Saxon berht 'bright' from Proto-Germanic *berhtaz. Fem. of Aclebert.",,,,,,,,agio; agil; beraht; berht; *berhtaz,,,,Proto-Germanic; Old French; Old High German; Old Saxon; Proto-Germanic,,,,,Aclebert,,,,,,,,,,,,
acledulf_1_1.xml,,Acledulf,M,TRUE,TRUE,Cf. Aclulf.,,,,,,,,,,,,,,,,Aclulf,,,,,,"Proto-Germanic *agio 'blade' lengthened to Old French agil and then retaining the -d from its use in compounds such as Agledeus and Agledrudis + Old High German wolf, Gothic wulf 'wolf'.",,,,,,,,agio; agil; -d; wolf; wulf,,,,Proto-Germanic; Old French; Old High German; Gothic,,,,,Agledeus; Agledrudis,,,,,,,,,,,,
aclefrid_1_1.xml,,Aclefrid,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Proto-Germanic *agio 'blade' lengthened to Old French agil + Old High German fridu, Old Saxon frithu 'peace'.",,,,,,,,agio; agil; fridu; frithu,,,,Proto-Germanic; Old French; Old High German; Old Saxon,,,,,,,,,,,,,,,,,
aclehar_1_1.xml,,Aclehar,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Proto-Germanic *agio 'blade' lengthened to Old French agil + Old High German heri 'host, army'.",,,,,,,,agio; agil; heri,,,,Proto-Germanic; Old French; Old High German,,,,,,,,,,,,,,,,,
aclehard_1_1.xml,,Aclehard,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Proto-Germanic *agio 'blade' lengthened to Old French agil + Old Saxon hard, Old High German hart 'strong, hard'.",,,,,,,,agio; agil; hard; hart,,,,Proto-Germanic; Old French; Old Saxon; Old High German,,,,,,,,,,,,,,,,,
aclehilde_1_1.xml,,Aclehilde,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Proto-Germanic *agio 'blade' lengthened to Old French agil + Old High German hiltja 'battle'.,,,,,,,,agio; agil; hiltja,,,,Proto-Germanic; Old French; Old High German,,,,,,,,,,,,,,,,,
acleman_1_1.xml,,Acleman,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Proto-Germanic *agio 'blade' lengthened to Old French agil + Old High German man 'man'.,,,,,,,,agio; agil; man,,,,Proto-Germanic; Old French; Old High German,,,,,,,,,,,,,,,,,
aclemode_1_1.xml,,Aclemode,F,TRUE,TRUE,"The prototheme, Latinized -modis, became -mois or -mos in France.",,,,,,,,,,-modis; -mois; -mos,,,,,,,,,,,,"Proto-Germanic *agio 'blade' lengthened to Old French agil + Old High German muot 'spirit; courage, boldness'.",,,,,,,,agio; agil; muot,,,,Proto-Germanic; Old French; Old High German,,,,,,,,,,,,,,,,,
aclemund_1_1.xml,,Aclemund,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Proto-Germanic *agio 'blade' lengthened to Old French agil + Old Saxon mund, Old High German munt 'hand, protection'.",,,,,,,,agio; agil; mund; munt,,,,Proto-Germanic; Old French; Old Saxon; Old High German,,,,,,,,,,,,,,,,,
acletrude_1_1.xml,,Acletrude,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Proto-Germanic *agio 'blade' lengthened to Old French agil + Proto-Germanic *tr¨±t 'strength' or Proto-Germanic *trut 'maiden'.,,,,,,,,agio; agil; *tr¨±t; *trut,,,,Proto-Germanic; Old French; Proto-Germanic; Proto-Germanic,,,,,,,,,,,,,,,,,
aclewalda_1_1.xml,,Aclewalda,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Proto-Germanic *agio 'blade' lengthened to Old French agil + Old Saxon wald, Old High German walt 'power, authority'.",,,,,,,,agio; agil; wald; walt,,,,Proto-Germanic; Old French; Old Saxon; Old High German,,,,,,,,,,,,,,,,,
aclinde_1_1.xml,,Aclinde,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Proto-Germanic *agio 'blade' lengthened to Old French agil + Proto-Germanic *lintaz 'gentle, sweet, mild'.",,,,,,,,agio; agil; lintaz,,,,Proto-Germanic; Old French; Proto-Germanic,,,,,,,,,,,,,,,,,
acluf_1_1.xml,,Acluf,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aclulf_1_1.xml,,Aclulf,M,TRUE,TRUE,Cf. Acledulf.,,,,,,,,,,,,,,,,Acledulf,,,,,,"Proto-Germanic *agio 'blade' lengthened to Old French agil + Old High German wolf, Gothic wulf 'wolf'.",,,,,,,,agio; agil; wolf; wulf,,,,Proto-Germanic; Old French; Old High German; Gothic,,,,,,,,,,,,,,,,,
acmir_1_1.xml,,Acmir,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,"Old High German heim, Old Frankish *haim 'home'.",,,,,,,,heim; *haim,,,,Old High German; Old Frankish,,,,,,,possible hypocorism entry was for acmiricus,,,,,,,,,,
acomandata_1_1.xml,,Acomandata,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actard_1_1.xml,,Actard,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German ahta 'attention, reflection' + Old Saxon hard, Old High German hart 'strong, hard'.",,,,,,,,ahta; hard; hart,,,,Old High German; Old Saxon; Old High German,,,,,,,,,,,,,,,,,
acto_1_1.xml,,Acto,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actwin_1_1.xml,,Actwin,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German ahta 'attention, reflexion' + Old High German wini 'friend'.",,,,,,,,ahta; wini,,,,Old High German; Old High German,,,,,,,,,,,,,,,,,
acurro_1_1.xml,,Acurro,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ada_1_1.xml,,Ada,F,TRUE,TRUE,"For popular diminutives that quickly became independent names, see Aceline and Adeline.",,,,,,,,,,,,,,,,Aceline; Adeline,,,,,,A short form of any of various names beginning with Old High German adal 'noble'.,,,,,,,,adal,,,,Old High German,,,,,,,,,,,The name of a 7th C saint and a 13th C countess of Holland.,,,,,,
adalald_1_1.xml,,Adalald,M,TRUE,TRUE,Cf. Adalwald and Adald.,,,,,,,,,,,,,,,,Adalwald; Adald,,,,,,"Old High German adal 'noble' + Old High German alt, Old Saxon, Old Frisian ald 'old' or Old Saxon wald, Old High German walt 'power, authority'.",,,,,,,,adal; alt; ald; wald; walt,,,,Old High German; Old High German; Old Saxon; Old Frisian; Old Saxon; Old High German,,,,,,,,,,,,,,,,,
adalbald_1_1.xml,,Adalbald,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Old High German adal 'noble' + Old High German bald 'bold'.,,,,,,,,adal; bald,,,,Old High German; Old High German,,,,,,,,,,,,,,,,,
adalbod_1_1.xml,,Adalbod,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Old High German adal 'noble' + Old High German boto 'messenger'.,,,,,,,,adal; boto,,,,Old High German; Old High German,,,,,,,,,,,,,,,,,
adalbruc_1_1.xml,,Adalbruc,U,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adalchard_1_1.xml,,Adalchard,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adald_1_1.xml,,Adald,M,TRUE,TRUE,Cf. Adalald and Adalwald.,,,,,,,,,,,,,,,,Adalald; Adalwald,,,,,,"Old Frankish ad, perhaps a reduction of Old High German adal 'noble' + Old Saxon wald, Old High German walt 'power, authority'.",,,,,,,,ad; adal; wald; walt,,,,Old Frankish; Old High German; Old Saxon; Old High German,,,,,,,,,,,,,,,,,
adaldag_1_1.xml,,Adaldag,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German adal 'noble' + Old Saxon, Old Dutch dag, Old High German tag 'day'.",,,,,,,,adal; dag; tag,,,,"Old High German; Old Saxon, Old Dutch; Old High German",,,,,,,,,,,,,,,,,
adalef_1_1.xml,,Adalef,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,"Old Frankish ad, perhaps a reduction of Old High German adal 'noble' + Gothic laiba, Old High German leitha, Old Norse leif 'relic, souvenir; inheritor'.",,,,,,,,ad; adal; laiba; leitha; leif,,,,Old Frankish; Old High German; Gothic; Old High German; Old Norse,,,,,,,,,,,,,,,,,
adalend_1_1.xml,,Adalend,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,"Old Frankish ad, perhaps a reduction of Old High German adal 'noble' + Proto-Germanic *lintaz 'gentle, sweet, mild'.",,,,,,,,ad; adal; lintaz,,,,Old Frankish; Old High German; Proto-Germanic,,,,,,,,,,,,,,,,,
adaleus_1_1.xml,,Adaleus,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German adal 'noble' + Old Saxon *l¨¥kian, Old High German *leihhen, *leichen 'to dance, sport, play'.",,,,,,,,"adal; *l¨¥kian; *leihhen, *leichen",,,,Old High German; Old Saxon; Old High German,,,,,,,,,,,,,,,,,
adalfrid_1_1.xml,,Adalfrid,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old English ?tel, Old High German adal 'noble' + Old English frit, Old High German fridu, Old Saxon frithu 'peace'.",,,,,,,,?tel; adal; frit; fridu; frithu,,,,Old English; Old High German; Old English; Old High German; Old Saxon,,,,,,,,,,,,,,,,,
adalfrida_1_1.xml,,Adalfrida,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Fem. of Adalfrid.,,,,,,,,,,,,,,,,,Adalfrid,,,,,,,,,,,,
adalgard_1_1.xml,,Adalgard,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German adal 'noble' + Old Saxon gard, Old High German gart 'enclosure, protection; yard, garden'.",,,,,,,,adal; gard; gart,,,,Old High German; Old Saxon; Old High German,,,,,,,,,,,,,,,,,
adalgarde_1_1.xml,,Adalgarde,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German adal 'noble' + Old Saxon gard, Old High German gart 'enclosure, protection; yard, garden'.",,,,,,,,adal; gard; gart,,,,Old High German; Old Saxon; Old High German,,,,,,,,,,,,,,,,,
adalgaria_1_1.xml,,Adalgaria,F,TRUE,TRUE,Cf. Adalger.,,,,,,,,,,,,,,,,Adalger,,,,,,"Old High German adal 'noble' + Old High German, Old Saxon g¨¥r 'spear'.",,,,,,,,adal; g¨¥r,,,,"Old High German; Old High German, Old Saxon",,,,,,,,,,,,,,,,,
adalgaud_1_1.xml,,Adalgaud,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Old High German adal 'noble' + Tribal name Gaut 'Geat'.,,,,,,,,adal; Gaut,,,,Old High German,,,,,,,same as Adalgodo?,,,,,,,,,,
adalger_1_1.xml,,Adalger,M,TRUE,TRUE,Cf. Adalgaria. Alger can also be a variant of Algar. The German vernacular form Adilger is witnessed between 1074 and 1087 in the place name Adelgerispach (UrkStyr 77) and Adalger is witnessed c1075 in the place name Adalgerispach (UrkStyr 78).,,,,UrkStyr 77; UrkStyr 78,UrkStyr; UrkStyr,77; 78,,,,Alger; Adilger; Adelgerispach; Adalger; Adalgerispach,,,,,,Adalgaria; Algar,,,,,,"Old English ?tel, Old High German adal 'noble' + Old English g¨¡r, Old High German, Old Saxon g¨¥r 'spear'.",,,,,,,,?tel; adal; g¨¡r; g¨¥r,,,,Old English; Old High German; Old English; Old High German; Old Saxon,,,,,,,,,,,,,,,,,
adalgilde_1_1.xml,,Adalgilde,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German adal 'noble' + Proto-Germanic *geld? 'reward, gift, money'.",,,,,,,,adal; geld?,,,,Old High German; Proto-Germanic,,,,,,,,,,,,,,,,,
adalginde_1_1.xml,,Adalginde,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German adal 'noble' + an element of uncertain origin, perhaps related to Proto-Germanic *gandaz 'stick, staff'.",,,,,,,,adal; *gandaz,,,,Old High German; Proto-Germanic,,,,,,,,,,,,,,,,,
adalgis_1_1.xml,,Adalgis,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old German adal 'noble' + Proto-Germanic *gaisa, *gaiza 'arrow'.",,,,,,,,"adal; *gaisa, *gaiza",,,,Old German; Proto-Germanic,,,,,,,,,,,The name of an 8th C king of the Lombards.,,,,,,
adalgisa_1_1.xml,,Adalgisa,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old German adal 'noble' + Proto-Germanic *gaisa, *gaiza 'arrow'.",,,,,,,,"adal; *gaisa, *gaiza",,,,Old German; Proto-Germanic,,,,,,,,,,,,,,,,,
adalgisdis_1_1.xml,,Adalgisdis,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German adal 'noble' + Proto-Germanic *gaisa, *gaiza 'arrow' + an uncertain element.",,,,,,,,"adal; *gaisa, *gaiza",,,,Old High German; Proto-Germanic,,,,,,,,,,,,,,,,,
adalgod_1_1.xml,,Adalgod,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German adal 'noble' + Old High German, Old Dutch got, Old Saxon, Old Frisian, Old English god 'god, deity'.",,,,,,,,adal; got; god,,,,"Old High German; Old High German, Old Dutch; Old Saxon; Old Frisian; Old English",,,,,,,,,,,,,,,,,
adalgrim_1_1.xml,,Adalgrim,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German adal 'noble' + Old High German, Old Saxon grim 'grim, fierce, bold'.",,,,,,,,adal; grim,,,,"Old High German; Old High German, Old Saxon",,,,,,,,,,,,,,,,,
adalgude_1_1.xml,,Adalgude,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German adal 'noble' + Old High German guot, Old Frisian, Old Saxon g¨­d 'good'.",,,,,,,,adal; guot; g¨­d,,,,Old High German; Old High German; Old Frisian; Old Saxon,,,,,,,,,,,,,,,,,
adalgunde_1_1.xml,,Adalgunde,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German adal 'noble' + Old High German gund 'war, battle'.",,,,,,,,adal; gund,,,,Old High German; Old High German,,,,,,,,,,,,,,,,,
